Customer ID,Category,Purchase Amount (USD),Review Rating,Discount Applied,Frequency of Purchases
1763,Footwear,42,3.1,No,Fortnightly
1764,Accessories,93,3.9,No,Annually
1765,Clothing,56,3.0,No,Quarterly
1766,Clothing,88,4.1,No,Quarterly
1767,Clothing,54,4.3,No,Bi-Weekly
1768,Accessories,89,3.8,No,Fortnightly
1769,Footwear,45,3.9,No,Every 3 Months
1770,Clothing,75,4.3,No,Monthly
1771,Accessories,22,4.3,No,Weekly
1772,Clothing,82,4.7,No,Annually
1773,Footwear,34,3.1,No,Annually
1774,Outerwear,92,2.7,No,Annually
1775,Clothing,78,3.7,No,Weekly
1776,Outerwear,47,3.3,No,Bi-Weekly
1777,Outerwear,64,3.4,No,Every 3 Months
1778,Footwear,44,4.7,No,Fortnightly
1779,Accessories,94,4.9,No,Bi-Weekly
1780,Accessories,62,4.3,No,Weekly
1781,Accessories,81,4.2,No,Weekly
1782,Clothing,33,3.7,No,Quarterly
1783,Clothing,88,2.7,No,Fortnightly
1784,Accessories,49,3.3,No,Monthly
1785,Accessories,31,4.8,No,Quarterly
1786,Accessories,29,4.1,No,Monthly
1787,Outerwear,34,4.6,No,Monthly
1788,Clothing,38,4.9,No,Quarterly
1789,Clothing,41,3.1,No,Bi-Weekly
1790,Clothing,34,3.0,No,Quarterly
1791,Accessories,26,3.7,No,Bi-Weekly
1792,Clothing,98,4.0,No,Annually
1793,Footwear,59,3.0,No,Every 3 Months
1794,Accessories,92,3.8,No,Every 3 Months
1795,Accessories,40,3.7,No,Fortnightly
1796,Clothing,20,4.0,No,Fortnightly
1797,Clothing,35,3.1,No,Weekly
1798,Accessories,35,3.9,No,Weekly
1799,Clothing,82,3.7,No,Weekly
1800,Clothing,48,3.9,No,Weekly
1801,Outerwear,58,2.7,No,Weekly
1802,Clothing,57,3.9,No,Fortnightly
1803,Clothing,96,2.6,No,Bi-Weekly
1804,Footwear,97,3.5,No,Fortnightly
1805,Clothing,42,4.4,No,Weekly
1806,Clothing,62,4.9,No,Weekly
1807,Accessories,67,3.9,No,Annually
1808,Footwear,46,3.5,No,Fortnightly
1809,Outerwear,71,4.3,No,Monthly
1810,Accessories,99,3.4,No,Fortnightly
1811,Clothing,28,2.7,No,Bi-Weekly
1812,Accessories,77,3.6,No,Annually
1813,Footwear,63,4.9,No,Bi-Weekly
1814,Clothing,62,3.5,No,Weekly
1815,Clothing,92,3.8,No,Quarterly
1816,Footwear,72,4.5,No,Every 3 Months
1817,Accessories,79,4.0,No,Weekly
1818,Clothing,27,4.7,No,Weekly
1819,Accessories,39,3.8,No,Every 3 Months
1820,Clothing,86,4.5,No,Quarterly
1821,Clothing,94,5.0,No,Monthly
1822,Clothing,53,2.8,No,Quarterly
1823,Clothing,85,4.4,No,Annually
1824,Clothing,50,4.7,No,Bi-Weekly
1825,Clothing,47,3.8,No,Monthly
1826,Footwear,75,4.9,No,Weekly
1827,Clothing,60,4.2,No,Annually
1828,Clothing,36,4.9,No,Weekly
1829,Outerwear,80,3.9,No,Every 3 Months
1830,Accessories,96,4.9,No,Quarterly
1831,Accessories,80,4.8,No,Annually
1832,Clothing,71,3.3,No,Every 3 Months
1833,Accessories,29,4.6,No,Monthly
1834,Accessories,53,4.5,No,Fortnightly
1835,Clothing,35,4.1,No,Fortnightly
1836,Accessories,75,3.2,No,Quarterly
1837,Clothing,52,4.2,No,Monthly
1838,Accessories,77,4.8,No,Monthly
1839,Accessories,24,4.1,No,Quarterly
1840,Clothing,78,3.7,No,Annually
1841,Footwear,98,2.6,No,Every 3 Months
1842,Clothing,57,3.0,No,Every 3 Months
1843,Accessories,78,4.4,No,Annually
1844,Outerwear,76,4.7,No,Monthly
1845,Clothing,26,2.7,No,Annually
1846,Footwear,78,2.8,No,Quarterly
1847,Accessories,53,2.9,No,Quarterly
1848,Footwear,100,4.4,No,Weekly
1849,Clothing,73,2.7,No,Every 3 Months
1850,Clothing,40,4.5,No,Monthly
1851,Accessories,76,2.8,No,Weekly
1852,Clothing,80,3.1,No,Fortnightly
1853,Clothing,80,3.8,No,Weekly
1854,Clothing,67,2.9,No,Fortnightly
1855,Clothing,61,3.8,No,Annually
1856,Clothing,76,4.7,No,Annually
1857,Accessories,55,3.2,No,Bi-Weekly
1858,Clothing,85,4.0,No,Monthly
1859,Accessories,69,4.9,No,Annually
1860,Accessories,26,3.7,No,Fortnightly
1861,Clothing,64,4.8,No,Monthly
1862,Footwear,60,3.6,No,Monthly
1863,Accessories,36,4.6,No,Fortnightly
1864,Footwear,21,4.3,No,Monthly
1865,Accessories,72,3.2,No,Quarterly
1866,Clothing,62,3.8,No,Monthly
1867,Clothing,44,4.2,No,Fortnightly
1868,Clothing,52,3.4,No,Quarterly
1869,Accessories,58,4.7,No,Fortnightly
1870,Clothing,77,3.9,No,Every 3 Months
1871,Clothing,99,4.3,No,Fortnightly
1872,Clothing,96,2.7,No,Every 3 Months
1873,Clothing,64,4.6,No,Monthly
1874,Clothing,44,2.9,No,Weekly
1875,Clothing,33,3.6,No,Weekly
1876,Footwear,71,3.9,No,Quarterly
1877,Clothing,36,2.6,No,Quarterly
1878,Accessories,62,3.6,No,Annually
1879,Clothing,29,3.4,No,Monthly
1880,Clothing,33,3.5,No,Bi-Weekly
1881,Clothing,33,3.1,No,Monthly
1882,Clothing,41,4.3,No,Bi-Weekly
1883,Accessories,54,5.0,No,Quarterly
1884,Accessories,58,4.9,No,Fortnightly
1885,Clothing,30,4.3,No,Bi-Weekly
1886,Accessories,53,4.4,No,Monthly
1887,Accessories,91,4.4,No,Bi-Weekly
1888,Clothing,44,3.5,No,Monthly
1889,Clothing,89,3.4,No,Weekly
1890,Clothing,57,2.5,No,Weekly
1891,Accessories,57,3.4,No,Weekly
1892,Accessories,74,2.6,No,Quarterly
1893,Outerwear,30,4.6,No,Weekly
1894,Clothing,20,3.7,No,Fortnightly
1895,Clothing,90,2.5,No,Bi-Weekly
1896,Clothing,61,4.5,No,Monthly
1897,Footwear,51,2.9,No,Monthly
1898,Accessories,97,2.9,No,Fortnightly
1899,Clothing,97,3.5,No,Monthly
1900,Clothing,40,4.2,No,Weekly
1901,Accessories,85,3.3,No,Quarterly
1902,Clothing,76,3.9,No,Quarterly
1903,Footwear,22,5.0,No,Monthly
1904,Clothing,63,3.3,No,Weekly
1905,Clothing,71,4.2,No,Monthly
1906,Footwear,35,4.9,No,Fortnightly
1907,Accessories,30,4.6,No,Fortnightly
1908,Clothing,74,4.8,No,Every 3 Months
1909,Accessories,71,2.7,No,Bi-Weekly
1910,Clothing,84,4.3,No,Monthly
1911,Footwear,38,3.8,No,Quarterly
1912,Accessories,81,4.9,No,Bi-Weekly
1913,Clothing,56,3.4,No,Bi-Weekly
1914,Clothing,48,3.6,No,Annually
1915,Clothing,97,3.4,No,Fortnightly
1916,Accessories,74,4.7,No,Weekly
1917,Clothing,50,3.0,No,Bi-Weekly
1918,Clothing,71,3.4,No,Bi-Weekly
1919,Clothing,33,4.6,No,Monthly
1920,Accessories,56,3.1,No,Bi-Weekly
1921,Clothing,84,2.8,No,Every 3 Months
1922,Clothing,36,3.5,No,Annually
1923,Accessories,63,4.6,No,Monthly
1924,Footwear,36,4.3,No,Annually
1925,Outerwear,63,4.8,No,Quarterly
1926,Footwear,32,2.9,No,Fortnightly
1927,Accessories,93,3.0,No,Annually
1928,Clothing,29,2.9,No,Every 3 Months
1929,Accessories,92,3.7,No,Weekly
1930,Clothing,33,4.7,No,Quarterly
1931,Clothing,52,3.5,No,Weekly
1932,Accessories,42,2.7,No,Every 3 Months
1933,Clothing,36,5.0,No,Every 3 Months
1934,Footwear,67,4.1,No,Annually
1935,Outerwear,43,2.7,No,Annually
1936,Clothing,68,4.8,No,Fortnightly
1937,Accessories,60,4.3,No,Every 3 Months
1938,Clothing,53,4.5,No,Monthly
1939,Clothing,23,3.8,No,Bi-Weekly
1940,Accessories,57,3.7,No,Every 3 Months
1941,Accessories,89,3.9,No,Fortnightly
1942,Footwear,99,3.3,No,Quarterly
1943,Clothing,28,3.4,No,Monthly
1944,Clothing,53,3.8,No,Annually
1945,Clothing,45,2.7,No,Every 3 Months
1946,Clothing,38,2.9,No,Every 3 Months
1947,Clothing,49,4.5,No,Quarterly
1948,Clothing,32,2.6,No,Monthly
1949,Clothing,37,3.1,No,Bi-Weekly
1950,Clothing,80,4.7,No,Quarterly
1951,Accessories,78,4.6,No,Every 3 Months
1952,Accessories,53,2.7,No,Bi-Weekly
1953,Footwear,82,4.6,No,Bi-Weekly
1954,Clothing,33,4.8,No,Fortnightly
1955,Accessories,77,4.2,No,Quarterly
1956,Clothing,56,4.9,No,Monthly
1957,Clothing,37,4.9,No,Fortnightly
1958,Accessories,54,4.5,No,Bi-Weekly
1959,Clothing,67,2.7,No,Quarterly
1960,Footwear,90,3.1,No,Every 3 Months
1961,Clothing,72,3.3,No,Annually
1962,Footwear,59,2.6,No,Quarterly
1963,Accessories,45,4.4,No,Fortnightly
1964,Clothing,30,3.9,No,Weekly
1965,Clothing,51,4.6,No,Monthly
1966,Clothing,90,4.9,No,Quarterly
1967,Outerwear,95,3.7,No,Fortnightly
1968,Clothing,81,3.7,No,Annually
1969,Clothing,70,4.2,No,Weekly
1970,Clothing,32,3.5,No,Fortnightly
1971,Accessories,94,2.9,No,Bi-Weekly
1972,Accessories,29,3.4,No,Monthly
1973,Accessories,31,3.3,No,Every 3 Months
1974,Clothing,20,4.5,No,Every 3 Months
1975,Accessories,44,4.6,No,Fortnightly
1976,Outerwear,77,2.9,No,Quarterly
1977,Accessories,51,3.2,No,Fortnightly
1978,Footwear,49,2.6,No,Annually
1979,Accessories,78,3.8,No,Quarterly
1980,Clothing,98,2.8,No,Fortnightly
1981,Footwear,94,4.4,No,Fortnightly
1982,Footwear,91,4.7,No,Quarterly
1983,Accessories,77,2.7,No,Monthly
1984,Accessories,97,2.6,No,Quarterly
1985,Clothing,58,3.4,No,Fortnightly
1986,Accessories,97,3.9,No,Fortnightly
1987,Outerwear,48,3.4,No,Quarterly
1988,Accessories,23,3.4,No,Quarterly
1989,Clothing,79,3.9,No,Weekly
1990,Accessories,42,4.0,No,Bi-Weekly
1991,Accessories,95,3.4,No,Annually
1992,Footwear,29,3.7,No,Every 3 Months
1993,Clothing,98,4.9,No,Monthly
1994,Clothing,96,5.0,No,Weekly
1995,Accessories,66,2.9,No,Weekly
1996,Footwear,80,3.0,No,Quarterly
1997,Footwear,27,3.3,No,Every 3 Months
1998,Accessories,25,4.7,No,Bi-Weekly
1999,Clothing,45,3.4,No,Quarterly
2000,Clothing,89,4.6,No,Monthly
2001,Accessories,27,3.6,No,Bi-Weekly
2002,Accessories,90,2.6,No,Fortnightly
2003,Clothing,65,2.7,No,Every 3 Months
2004,Footwear,72,3.1,No,Quarterly
2005,Footwear,70,3.2,No,Bi-Weekly
2006,Footwear,82,3.4,No,Fortnightly
2007,Accessories,97,4.4,No,Annually
2008,Clothing,25,3.2,No,Quarterly
2009,Clothing,48,2.5,No,Every 3 Months
2010,Footwear,99,3.8,No,Bi-Weekly
2011,Clothing,21,4.4,No,Bi-Weekly
2012,Footwear,94,3.7,No,Monthly
2013,Clothing,53,3.2,No,Fortnightly
2014,Accessories,70,4.9,No,Quarterly
2015,Clothing,26,3.9,No,Bi-Weekly
2016,Accessories,82,4.5,No,Fortnightly
2017,Footwear,47,3.4,No,Fortnightly
2018,Clothing,32,4.1,No,Every 3 Months
2019,Accessories,97,4.5,No,Weekly
2020,Clothing,68,4.7,No,Fortnightly
2021,Clothing,23,4.8,No,Quarterly
2022,Accessories,33,4.4,No,Quarterly
2023,Accessories,38,4.0,No,Bi-Weekly
2024,Clothing,68,4.1,No,Bi-Weekly
2025,Clothing,23,3.7,No,Weekly
2026,Clothing,29,3.0,No,Fortnightly
2027,Accessories,35,3.6,No,Every 3 Months
2028,Footwear,73,4.8,No,Every 3 Months
2029,Footwear,84,3.7,No,Bi-Weekly
2030,Accessories,23,4.6,No,Quarterly
2031,Accessories,67,2.8,No,Monthly
2032,Clothing,51,4.0,No,Monthly
2033,Clothing,36,4.2,No,Annually
2034,Clothing,55,3.6,No,Annually
2035,Clothing,30,2.9,No,Monthly
2036,Clothing,70,4.1,No,Weekly
2037,Clothing,63,3.1,No,Weekly
2038,Accessories,87,4.3,No,Bi-Weekly
2039,Clothing,70,4.4,No,Fortnightly
2040,Clothing,51,3.1,No,Bi-Weekly
2041,Accessories,25,2.9,No,Quarterly
2042,Outerwear,32,3.2,No,Bi-Weekly
2043,Footwear,52,4.0,No,Monthly
2044,Accessories,33,2.7,No,Weekly
2045,Clothing,68,3.0,No,Fortnightly
2046,Accessories,20,4.4,No,Quarterly
2047,Clothing,32,2.8,No,Every 3 Months
2048,Accessories,82,3.1,No,Annually
2049,Footwear,64,3.9,No,Quarterly
2050,Footwear,24,2.7,No,Annually
2051,Accessories,96,3.4,No,Annually
2052,Clothing,94,3.8,No,Monthly
2053,Accessories,48,3.7,No,Annually
2054,Accessories,60,4.5,No,Fortnightly
2055,Clothing,56,2.9,No,Annually
2056,Accessories,33,3.4,No,Weekly
2057,Accessories,46,4.4,No,Monthly
2058,Clothing,37,4.2,No,Every 3 Months
2059,Clothing,98,3.3,No,Quarterly
2060,Clothing,50,3.7,No,Weekly
2061,Accessories,63,3.2,No,Quarterly
2062,Clothing,70,2.6,No,Annually
2063,Outerwear,63,2.8,No,Quarterly
2064,Clothing,86,2.9,No,Monthly
2065,Footwear,99,4.0,No,Monthly
2066,Footwear,40,2.9,No,Bi-Weekly
2067,Footwear,92,4.7,No,Fortnightly
2068,Clothing,21,3.1,No,Fortnightly
2069,Accessories,81,3.9,No,Monthly
2070,Clothing,82,3.4,No,Quarterly
2071,Accessories,88,3.1,No,Monthly
2072,Outerwear,100,4.8,No,Quarterly
2073,Accessories,66,3.9,No,Weekly
2074,Accessories,25,3.5,No,Every 3 Months
2075,Accessories,53,3.1,No,Fortnightly
2076,Clothing,28,4.7,No,Monthly
2077,Accessories,23,4.6,No,Bi-Weekly
2078,Accessories,34,3.3,No,Annually
2079,Clothing,42,3.2,No,Weekly
2080,Clothing,24,3.1,No,Quarterly
2081,Accessories,47,3.5,No,Bi-Weekly
2082,Outerwear,78,4.3,No,Bi-Weekly
2083,Clothing,89,2.9,No,Every 3 Months
2084,Accessories,59,2.7,No,Fortnightly
2085,Clothing,94,4.0,No,Quarterly
2086,Clothing,49,4.6,No,Weekly
2087,Clothing,89,4.7,No,Every 3 Months
2088,Accessories,91,4.7,No,Weekly
2089,Footwear,89,4.0,No,Annually
2090,Outerwear,57,3.6,No,Every 3 Months
2091,Clothing,71,3.4,No,Monthly
2092,Clothing,97,3.0,No,Quarterly
2093,Footwear,45,2.6,No,Weekly
2094,Clothing,91,4.2,No,Annually
2095,Clothing,25,3.4,No,Annually
2096,Clothing,63,4.0,No,Fortnightly
2097,Clothing,52,4.7,No,Annually
2098,Footwear,43,3.9,No,Weekly
2099,Clothing,28,3.3,No,Quarterly
2100,Clothing,78,2.9,No,Annually
2101,Clothing,31,4.4,No,Fortnightly
2102,Clothing,23,3.6,No,Bi-Weekly
2103,Accessories,25,4.5,No,Monthly
2104,Clothing,86,3.7,No,Weekly
2105,Footwear,88,2.8,No,Weekly
2106,Accessories,35,4.5,No,Bi-Weekly
2107,Accessories,34,4.4,No,Every 3 Months
2108,Clothing,75,3.3,No,Quarterly
2109,Clothing,46,4.2,No,Quarterly
2110,Accessories,31,2.7,No,Every 3 Months
2111,Clothing,93,3.9,No,Every 3 Months
2112,Accessories,85,2.6,No,Annually
2113,Accessories,68,4.5,No,Fortnightly
2114,Clothing,40,2.7,No,Every 3 Months
2115,Clothing,51,2.9,No,Annually
2116,Accessories,85,3.4,No,Bi-Weekly
2117,Outerwear,23,2.9,No,Bi-Weekly
2118,Clothing,28,3.8,No,Annually
2119,Clothing,44,4.2,No,Quarterly
2120,Accessories,57,3.5,No,Bi-Weekly
2121,Accessories,98,3.1,No,Quarterly
2122,Accessories,68,3.5,No,Monthly
2123,Outerwear,36,4.0,No,Weekly
2124,Outerwear,71,3.7,No,Bi-Weekly
2125,Clothing,60,4.2,No,Quarterly
2126,Outerwear,87,4.8,No,Quarterly
2127,Footwear,38,4.1,No,Monthly
2128,Footwear,45,4.5,No,Weekly
2129,Outerwear,47,2.7,No,Weekly
2130,Clothing,57,2.8,No,Every 3 Months
2131,Accessories,68,3.7,No,Annually
2132,Clothing,52,3.6,No,Fortnightly
2133,Clothing,87,4.7,No,Weekly
2134,Accessories,34,3.8,No,Annually
2135,Footwear,41,2.9,No,Fortnightly
2136,Accessories,94,4.6,No,Every 3 Months
2137,Accessories,93,2.8,No,Fortnightly
2138,Clothing,51,4.6,No,Every 3 Months
2139,Clothing,42,2.8,No,Quarterly
2140,Footwear,95,3.0,No,Weekly
2141,Accessories,90,3.7,No,Fortnightly
2142,Clothing,98,4.1,No,Annually
2143,Accessories,39,4.3,No,Quarterly
2144,Footwear,66,3.8,No,Bi-Weekly
2145,Footwear,23,3.7,No,Quarterly
2146,Clothing,73,4.8,No,Annually
2147,Accessories,23,4.6,No,Every 3 Months
2148,Clothing,43,4.8,No,Fortnightly
2149,Clothing,45,4.6,No,Bi-Weekly
2150,Footwear,21,4.0,No,Weekly
2151,Clothing,40,2.6,No,Weekly
2152,Clothing,58,2.6,No,Monthly
2153,Clothing,48,4.5,No,Bi-Weekly
2154,Clothing,94,4.2,No,Annually
2155,Accessories,74,3.4,No,Every 3 Months
2156,Accessories,51,3.7,No,Monthly
2157,Clothing,83,3.6,No,Bi-Weekly
2158,Accessories,68,4.0,No,Fortnightly
2159,Accessories,84,4.6,No,Fortnightly
2160,Clothing,58,3.0,No,Annually
2161,Clothing,92,3.3,No,Annually
2162,Clothing,69,3.8,No,Fortnightly
2163,Clothing,48,2.7,No,Weekly
2164,Footwear,60,4.5,No,Monthly
2165,Footwear,20,4.8,No,Bi-Weekly
2166,Clothing,55,4.2,No,Every 3 Months
2167,Outerwear,88,3.5,No,Bi-Weekly
2168,Clothing,48,4.9,No,Fortnightly
2169,Accessories,74,4.1,No,Quarterly
2170,Outerwear,42,2.9,No,Bi-Weekly
2171,Clothing,32,4.0,No,Every 3 Months
2172,Clothing,98,4.6,No,Fortnightly
2173,Clothing,89,2.8,No,Fortnightly
2174,Accessories,97,5.0,No,Quarterly
2175,Accessories,49,2.9,No,Annually
2176,Clothing,50,3.3,No,Fortnightly
2177,Accessories,91,3.4,No,Quarterly
2178,Accessories,93,3.0,No,Bi-Weekly
2179,Accessories,98,4.7,No,Annually
2180,Clothing,82,2.9,No,Monthly
2181,Outerwear,37,4.1,No,Quarterly
2182,Accessories,63,3.2,No,Bi-Weekly
2183,Clothing,99,2.7,No,Bi-Weekly
2184,Clothing,37,4.7,No,Monthly
2185,Footwear,34,3.2,No,Every 3 Months
2186,Clothing,32,2.5,No,Every 3 Months
2187,Footwear,23,4.3,No,Every 3 Months
2188,Clothing,78,4.4,No,Annually
2189,Outerwear,54,4.7,No,Weekly
2190,Clothing,94,4.0,No,Bi-Weekly
2191,Accessories,75,4.6,No,Annually
2192,Clothing,69,3.8,No,Bi-Weekly
2193,Accessories,35,3.2,No,Monthly
2194,Clothing,78,5.0,No,Monthly
2195,Clothing,29,3.5,No,Quarterly
2196,Clothing,62,3.7,No,Monthly
2197,Clothing,58,4.8,No,Weekly
2198,Footwear,88,3.7,No,Monthly
2199,Accessories,80,3.5,No,Monthly
2200,Accessories,47,4.9,No,Monthly
2201,Accessories,51,4.7,No,Every 3 Months
2202,Clothing,25,4.9,No,Annually
2203,Clothing,36,4.3,No,Weekly
2204,Clothing,79,3.1,No,Quarterly
2205,Clothing,41,3.4,No,Monthly
2206,Clothing,68,2.7,No,Weekly
2207,Footwear,51,2.6,No,Fortnightly
2208,Accessories,38,2.9,No,Annually
2209,Accessories,46,2.7,No,Monthly
2210,Footwear,20,4.5,No,Quarterly
2211,Accessories,25,3.1,No,Fortnightly
2212,Clothing,89,3.2,No,Every 3 Months
2213,Clothing,77,3.3,No,Quarterly
2214,Accessories,94,2.9,No,Quarterly
2215,Accessories,100,4.1,No,Weekly
2216,Footwear,96,2.7,No,Fortnightly
2217,Clothing,36,4.0,No,Bi-Weekly
2218,Accessories,27,2.6,No,Fortnightly
2219,Accessories,67,3.5,No,Quarterly
2220,Clothing,91,2.8,No,Fortnightly
2221,Accessories,62,4.5,No,Annually
2222,Clothing,88,3.0,No,Annually
2223,Clothing,66,4.4,No,Weekly
2224,Footwear,65,4.7,No,Quarterly
2225,Accessories,25,4.3,No,Quarterly
2226,Accessories,64,4.8,No,Annually
2227,Clothing,72,4.8,No,Annually
2228,Accessories,74,4.4,No,Fortnightly
2229,Accessories,50,3.7,No,Weekly
2230,Clothing,97,3.9,No,Monthly
2231,Footwear,36,3.8,No,Fortnightly
2232,Outerwear,49,4.1,No,Weekly
2233,Footwear,64,4.0,No,Fortnightly
2234,Clothing,31,4.5,No,Monthly
2235,Footwear,66,4.0,No,Weekly
2236,Clothing,82,4.5,No,Annually
2237,Clothing,88,2.7,No,Fortnightly
2238,Footwear,34,3.8,No,Every 3 Months
2239,Footwear,84,3.8,No,Weekly
2240,Accessories,96,3.8,No,Every 3 Months
2241,Footwear,71,4.3,No,Every 3 Months
2242,Outerwear,77,3.5,No,Bi-Weekly
2243,Clothing,66,3.8,No,Bi-Weekly
2244,Clothing,21,3.7,No,Annually
2245,Clothing,37,4.8,No,Annually
2246,Clothing,90,4.9,No,Fortnightly
2247,Outerwear,96,4.3,No,Every 3 Months
2248,Accessories,37,4.4,No,Annually
2249,Clothing,66,3.4,No,Fortnightly
2250,Accessories,45,4.3,No,Weekly
2251,Footwear,89,4.6,No,Weekly
2252,Footwear,94,3.8,No,Monthly
2253,Footwear,96,3.9,No,Annually
2254,Clothing,31,2.6,No,Monthly
2255,Accessories,79,4.2,No,Every 3 Months
2256,Outerwear,39,4.6,No,Quarterly
2257,Clothing,22,5.0,No,Quarterly
2258,Clothing,32,4.2,No,Annually
2259,Clothing,71,4.3,No,Every 3 Months
2260,Clothing,96,3.3,No,Annually
2261,Accessories,82,4.9,No,Quarterly
2262,Accessories,76,4.4,No,Fortnightly
2263,Accessories,22,3.1,No,Monthly
2264,Accessories,40,3.5,No,Quarterly
2265,Accessories,92,3.9,No,Monthly
2266,Outerwear,94,3.9,No,Quarterly
2267,Clothing,44,4.3,No,Weekly
2268,Accessories,49,3.8,No,Weekly
2269,Clothing,26,2.7,No,Monthly
2270,Clothing,38,4.4,No,Annually
2271,Clothing,72,3.5,No,Weekly
2272,Clothing,99,3.4,No,Quarterly
2273,Outerwear,38,4.0,No,Monthly
2274,Outerwear,96,4.8,No,Bi-Weekly
2275,Clothing,27,4.5,No,Fortnightly
2276,Clothing,24,4.4,No,Weekly
2277,Clothing,82,4.1,No,Weekly
2278,Accessories,56,4.6,No,Quarterly
2279,Accessories,25,3.8,No,Every 3 Months
2280,Footwear,67,2.9,No,Quarterly
2281,Footwear,21,2.8,No,Fortnightly
2282,Clothing,27,3.0,No,Annually
2283,Footwear,97,4.2,No,Annually
2284,Accessories,45,4.1,No,Fortnightly
2285,Clothing,63,4.1,No,Annually
2286,Accessories,100,4.6,No,Every 3 Months
2287,Clothing,38,2.5,No,Quarterly
2288,Clothing,45,3.0,No,Annually
2289,Accessories,91,3.8,No,Weekly
2290,Clothing,82,4.1,No,Weekly
2291,Footwear,48,3.3,No,Quarterly
2292,Outerwear,30,5.0,No,Quarterly
2293,Clothing,34,3.8,No,Monthly
2294,Clothing,68,3.3,No,Every 3 Months
2295,Accessories,95,5.0,No,Annually
2296,Accessories,22,2.9,No,Quarterly
2297,Accessories,88,2.5,No,Every 3 Months
2298,Clothing,83,4.7,No,Quarterly
2299,Accessories,87,2.9,No,Every 3 Months
2300,Outerwear,57,3.7,No,Every 3 Months
2301,Outerwear,88,4.4,No,Monthly
2302,Clothing,20,2.9,No,Annually
2303,Accessories,39,3.6,No,Monthly
2304,Accessories,71,4.8,No,Fortnightly
2305,Clothing,73,4.7,No,Fortnightly
2306,Accessories,63,2.6,No,Weekly
2307,Accessories,78,3.4,No,Bi-Weekly
2308,Clothing,96,3.5,No,Annually
2309,Accessories,81,3.4,No,Quarterly
2310,Clothing,95,5.0,No,Quarterly
2311,Accessories,68,4.6,No,Monthly
2312,Footwear,28,4.8,No,Every 3 Months
2313,Clothing,30,3.7,No,Every 3 Months
2314,Clothing,31,4.7,No,Fortnightly
2315,Accessories,95,4.4,No,Every 3 Months
2316,Clothing,79,3.5,No,Quarterly
2317,Footwear,39,3.8,No,Annually
2318,Outerwear,34,4.7,No,Monthly
2319,Clothing,28,3.1,No,Annually
2320,Footwear,38,5.0,No,Monthly
2321,Footwear,55,3.7,No,Every 3 Months
2322,Footwear,31,3.0,No,Fortnightly
2323,Outerwear,84,4.5,No,Fortnightly
2324,Accessories,93,4.7,No,Monthly
2325,Outerwear,28,3.5,No,Annually
2326,Footwear,55,4.4,No,Weekly
2327,Clothing,63,2.6,No,Annually
2328,Clothing,94,4.2,No,Bi-Weekly
2329,Clothing,36,2.6,No,Bi-Weekly
2330,Accessories,97,4.8,No,Annually
2331,Accessories,63,2.9,No,Every 3 Months
2332,Accessories,77,4.3,No,Bi-Weekly
2333,Accessories,53,2.6,No,Monthly
2334,Clothing,77,3.8,No,Every 3 Months
2335,Footwear,79,4.2,No,Monthly
2336,Outerwear,37,3.9,No,Fortnightly
2337,Accessories,94,3.1,No,Weekly
2338,Footwear,76,3.6,No,Annually
2339,Footwear,68,4.0,No,Quarterly
2340,Clothing,65,3.4,No,Quarterly
2341,Clothing,24,2.6,No,Fortnightly
2342,Outerwear,31,4.5,No,Every 3 Months
2343,Clothing,89,4.9,No,Fortnightly
2344,Clothing,49,4.4,No,Monthly
2345,Footwear,92,3.5,No,Bi-Weekly
2346,Clothing,32,3.3,No,Every 3 Months
2347,Outerwear,67,3.1,No,Fortnightly
2348,Accessories,64,4.2,No,Every 3 Months
2349,Footwear,84,4.9,No,Every 3 Months
2350,Clothing,34,3.9,No,Every 3 Months
2351,Footwear,26,4.2,No,Annually
2352,Clothing,50,4.9,No,Bi-Weekly
2353,Footwear,46,2.8,No,Quarterly
2354,Accessories,71,4.1,No,Every 3 Months
2355,Clothing,78,4.8,No,Monthly
2356,Clothing,35,4.1,No,Monthly
2357,Accessories,58,3.0,No,Quarterly
2358,Clothing,67,4.2,No,Bi-Weekly
2359,Clothing,93,3.8,No,Quarterly
2360,Accessories,81,3.3,No,Every 3 Months
2361,Accessories,80,4.7,No,Every 3 Months
2362,Accessories,64,4.3,No,Every 3 Months
2363,Clothing,41,2.7,No,Monthly
2364,Clothing,79,4.2,No,Bi-Weekly
2365,Accessories,60,4.2,No,Quarterly
2366,Footwear,91,2.5,No,Monthly
2367,Footwear,66,3.6,No,Fortnightly
2368,Clothing,85,3.4,No,Bi-Weekly
2369,Accessories,38,3.3,No,Every 3 Months
2370,Clothing,23,4.6,No,Monthly
2371,Footwear,71,3.9,No,Weekly
2372,Clothing,25,3.7,No,Annually
2373,Footwear,39,3.1,No,Fortnightly
2374,Clothing,20,4.9,No,Every 3 Months
2375,Accessories,73,4.7,No,Monthly
2376,Accessories,63,2.9,No,Quarterly
2377,Accessories,94,4.1,No,Weekly
2378,Clothing,94,4.0,No,Annually
2379,Accessories,71,2.7,No,Bi-Weekly
2380,Accessories,77,4.0,No,Monthly
2381,Accessories,66,2.5,No,Fortnightly
2382,Footwear,23,4.5,No,Annually
2383,Clothing,60,3.9,No,Weekly
2384,Accessories,72,4.9,No,Annually
2385,Clothing,35,3.3,No,Quarterly
2386,Accessories,31,3.8,No,Weekly
2387,Clothing,33,2.9,No,Monthly
2388,Accessories,95,4.0,No,Monthly
